Quantity,Name,Simple Name,Set,Card Number,Set Code,Printing,Condition,Language,Rarity,Product ID,SKU,Price,Price Each
1,Gallade,Gallade,SWSH10: Astral Radiance,062/189,SWSH10,Holofoil,Near Mint,English,Holo Rare,272263,5625872,$0.28,$0.28
1,Drifblim,Drifblim,SWSH10: Astral Radiance,064/189,SWSH10,Normal,Near Mint,English,Uncommon,272265,5594092,$0.06,$0.06
1,Dartrix,Dartrix,SWSH10: Astral Radiance,020/189,SWSH10,Normal,Near Mint,English,Uncommon,272220,5593696,$0.08,$0.08
1,Choy,Choy,SWSH10: Astral Radiance,137/189,SWSH10,Normal,Near Mint,English,Uncommon,272389,5594946,$0.06,$0.06
1,Bisharp,Bisharp,SWSH10: Astral Radiance,116/189,SWSH10,Normal,Near Mint,English,Uncommon,272345,5594636,$0.05,$0.05
1,Bergmite,Bergmite,SWSH10: Astral Radiance,047/189,SWSH10,Normal,Near Mint,English,Common,272247,5593931,$0.05,$0.05
1,Adaman,Adaman,SWSH10: Astral Radiance,135/189,SWSH10,Holofoil,Near Mint,English,Holo Rare,272387,5594926,$0.23,$0.23
1,Shuppet,Shuppet,SWSH11: Lost Origin,072/196,SWSH11,Normal,Near Mint,English,Common,283949,5786352,$0.08,$0.08
1,Seel,Seel,SWSH11: Lost Origin,033/196,SWSH11,Normal,Near Mint,English,Common,283906,5786132,$0.07,$0.07
1,Poliwhirl,Poliwhirl,SWSH11: Lost Origin,031/196,SWSH11,Normal,Near Mint,English,Uncommon,283904,5786122,$0.08,$0.08
1,Mawile,Mawile,SWSH11: Lost Origin,071/196,SWSH11,Normal,Near Mint,English,Common,283948,5786347,$0.08,$0.08
1,Worker,Worker,SWSH12: Silver Tempest,167/195,SWSH12,Normal,Near Mint,English,Uncommon,451815,6671717,$0.08,$0.08
1,Togedemaru,Togedemaru,SWSH12: Silver Tempest,127/195,SWSH12,Normal,Near Mint,English,Common,451780,6671392,$0.07,$0.07
1,Sunflora,Sunflora,SWSH12: Silver Tempest,006/195,SWSH12,Normal,Near Mint,English,Uncommon,451626,6670112,$0.10,$0.10
1,Slurpuff,Slurpuff,SWSH12: Silver Tempest,084/195,SWSH12,Normal,Near Mint,English,Uncommon,451738,6670987,$0.07,$0.07
1,Relicanth,Relicanth,SWSH12: Silver Tempest,044/195,SWSH12,Normal,Near Mint,English,Common,451684,6670552,$0.05,$0.05
1,Pikachu,Pikachu,SWSH12: Silver Tempest,049/195,SWSH12,Normal,Near Mint,English,Common,451703,6670672,$0.13,$0.13
1,Petilil,Petilil,SWSH12: Silver Tempest,009/195,SWSH12,Reverse Holofoil,Near Mint,English,Common,451629,6670137,$0.09,$0.09
1,Noibat,Noibat,SWSH12: Silver Tempest,132/195,SWSH12,Normal,Near Mint,English,Common,451785,6671437,$0.06,$0.06
1,Mawile VSTAR,Mawile VSTAR,SWSH12: Silver Tempest,071/195,SWSH12,Holofoil,Near Mint,English,Ultra Rare,451725,6670862,$0.90,$0.90
1,Hawlucha,Hawlucha,SWSH12: Silver Tempest,098/195,SWSH12,Normal,Near Mint,English,Common,451752,6671122,$0.05,$0.05
1,Claydol,Claydol,SWSH12: Silver Tempest,094/195,SWSH12,Normal,Near Mint,English,Uncommon,451748,6671082,$0.05,$0.05
1,Capturing Aroma,Capturing Aroma,SWSH12: Silver Tempest,153/195,SWSH12,Normal,Near Mint,English,Uncommon,451801,6671587,$0.05,$0.05
1,All-Night Party,All-Night Party,XY - BREAKpoint,96/122,BKP,Normal,Near Mint,English,Uncommon,111569,3047392,$0.40,$0.40
1,Shelmet,Shelmet,XY - Furious Fists,8/111,FFI,Normal,Near Mint,English,Common,92177,1246593,$0.17,$0.17
1,Double Dragon Energy,Double Dragon Energy,XY - Roaring Skies,97/108,ROS,Normal,Near Mint,English,Uncommon,98133,2874398,$4.41,$4.41
1,Drifloon,Drifloon,XY - Steam Siege,46/114,STS,Normal,Near Mint,English,Common,121135,3190246,$0.10,$0.10
1,Aipom,Aipom,XY - Steam Siege,90/114,STS,Reverse Holofoil,Near Mint,English,Common,121216,3191231,$0.35,$0.35
1,Blastoise EX,Blastoise EX,XY Base Set,29/146,XY,Holofoil,Near Mint,English,Ultra Rare,83901,1230708,$5.25,$5.25
2,Mewtwo (14),Mewtwo,WoTC Promo,14/53,PR,Normal,Near Mint,English,Rare,87417,1193386,$26.00,$13.00
1,Fezandipiti,Fezandipiti,SV06: Twilight Masquerade,096/167,TWM,Holofoil,Near Mint,English,Rare,550140,7910881,$0.08,$0.08
1,Deoxys (Speed Forme),Deoxys,Emerald,2/106,EM,Holofoil,Near Mint,English,Holo Rare,84766,2866592,$24.08,$24.08
1,Yveltal - 65/114 (Pokemon League),Yveltal,League & Championship Cards,065/114,PR,Reverse Holofoil,Near Mint,English,Rare,131737,3369456,$0.68,$0.68
1,Darkrai - 87/147 (Pokemon League),Darkrai,League & Championship Cards,087/147,PR,Reverse Holofoil,Near Mint,English,Rare,147099,3514302,$1.12,$1.12
1,Reuniclus,Reuniclus,SWSH12: Silver Tempest,078/195,SWSH12,Holofoil,Near Mint,English,Holo Rare,451732,6670927,$0.15,$0.15
1,Toedscruel ex,Toedscruel ex,SV03: Obsidian Flames,022/197,OBF,Holofoil,Near Mint,English,Double Rare,509767,7335749,$0.73,$0.73
1,Kingler V,Kingler V,SWSH09: Brilliant Stars,028/172,SWSH09,Holofoil,Near Mint,English,Ultra Rare,263727,5449016,$0.62,$0.62
1,Zygarde,Zygarde,SM - Burning Shadows,100/147,SM03,Holofoil,Near Mint,English,Holo Rare,138596,3443924,$0.34,$0.34
1,Arcanine,Arcanine,Legendary Collection,036/110,LC,Normal,Near Mint,English,Uncommon,83581,1189550,$3.47,$3.47
1,Primarina - 41/149 (Pokemon League),Primarina,League & Championship Cards,041/149,PR,Reverse Holofoil,Near Mint,English,Rare,130326,3329626,$0.48,$0.48
1,Feraligatr,Feraligatr,SV05: Temporal Forces,041/162,TEF,Holofoil,Near Mint,English,Rare,542785,7806423,$0.19,$0.19
1,Braixen,Braixen,SWSH12: Silver Tempest Trainer Gallery,TG01/TG30,SWSH12: TG,Holofoil,Near Mint,English,Ultra Rare,452015,6679703,$2.16,$2.16
1,Ice Rider Calyrex V (Full Art),Ice Rider Calyrex V,SWSH06: Chilling Reign,163/198,SWSH06,Holofoil,Near Mint,English,Ultra Rare,241699,5034230,$2.62,$2.62
1,Tauros GX,Tauros GX,SM Base Set,100/149,SM01,Holofoil,Near Mint,English,Ultra Rare,126972,3262409,$2.23,$2.23
1,Torkoal V,Torkoal V,SWSH01: Sword & Shield Base Set,024/202,SWSH01,Holofoil,Near Mint,English,Ultra Rare,208303,4336110,$0.89,$0.89
1,Kingler,Kingler,Fossil,38/62,FO,1st Edition,Near Mint,English,Uncommon,44440,2995485,$2.35,$2.35
1,Lickitung,Lickitung,Base Set 2,048/130,BS2,Normal,Near Mint,English,Uncommon,42511,461333,$1.72,$1.72
1,Pokemon March,Pokemon March,Neo Genesis,102/111,N1,1st Edition,Near Mint,English,Common,88228,2898492,$0.82,$0.82
2,Magmar,Magmar,Fossil,39/62,FO,Unlimited,Near Mint,English,Uncommon,44441,461595,$1.32,$0.66
1,Beedrill,Beedrill,Base Set,017/102,BS,Normal,Near Mint,English,Rare,42357,461649,$3.21,$3.21
1,Eevee,Eevee,Skyridge,054/144,SK,Normal,Heavily Played,English,Common,85077,1213084,$9.14,$9.14
1,Meowth,Meowth,Legendary Collection,053/110,LC,Normal,Near Mint,English,Uncommon,87311,1193280,$1.17,$1.17
1,Aerodactyl (16),Aerodactyl,Fossil,16/62,FO,Unlimited,Near Mint,English,Rare,106526,2995340,$5.74,$5.74
1,Exeggutor,Exeggutor,Legendary Collection,023/110,LC,Normal,Near Mint,English,Rare,85357,1191326,$3.54,$3.54
1,Dark Jolteon,Dark Jolteon,Team Rocket,38/82,TR,1st Edition,Near Mint,English,Uncommon,84617,2961973,$18.77,$18.77
1,Dark Flareon,Dark Flareon,Team Rocket,35/82,TR,1st Edition,Near Mint,English,Uncommon,84597,2961913,$15.71,$15.71
1,Dark Vaporeon,Dark Vaporeon,Team Rocket,45/82,TR,1st Edition,Near Mint,English,Uncommon,84665,2962068,$19.39,$19.39
1,Dark Rapidash,Dark Rapidash,Team Rocket,44/82,TR,1st Edition,Near Mint,English,Uncommon,84648,2962043,$4.16,$4.16
1,Dark Quilava,Dark Quilava,Neo Destiny,039/105,N4,1st Edition,Near Mint,English,Uncommon,84645,2897162,$11.46,$11.46
1,Flareon (19),Flareon,Jungle,19/64,JU,Unlimited,Near Mint,English,Rare,106981,2998201,$8.74,$8.74
1,Dark Persian,Dark Persian,Legendary Collection,006/110,LC,Holofoil,Moderately Played,English,Holo Rare,84637,2895213,$19.82,$19.82
1,Dark Golduck,Dark Golduck,Team Rocket Returns,35/109,RR,Reverse Holofoil,Damaged,English,Uncommon,84605,2871786,$14.99,$14.99
1,Ralts,Ralts,SWSH10: Astral Radiance,060/189,SWSH10,Normal,Near Mint,English,Common,272261,5594052,$0.13,$0.13
1,Kirlia,Kirlia,SWSH10: Astral Radiance,061/189,SWSH10,Reverse Holofoil,Near Mint,English,Uncommon,272262,5594067,$0.13,$0.13
1,Gallade,Gallade,SWSH10: Astral Radiance,062/189,SWSH10,Reverse Holofoil,Near Mint,English,Holo Rare,272263,5594077,$0.38,$0.38
1,Turtwig,Turtwig,SWSH09: Brilliant Stars,006/172,SWSH09,Reverse Holofoil,Near Mint,English,Common,263589,5448278,$0.18,$0.18
1,Grotle,Grotle,SWSH09: Brilliant Stars,007/172,SWSH09,Reverse Holofoil,Near Mint,English,Uncommon,263592,5448298,$0.22,$0.22
1,Torterra,Torterra,SWSH09: Brilliant Stars,008/172,SWSH09,Reverse Holofoil,Near Mint,English,Holo Rare,263597,5448333,$0.23,$0.23
1,Empoleon,Empoleon,SWSH09: Brilliant Stars,037/172,SWSH09,Holofoil,Near Mint,English,Holo Rare,263736,5449096,$0.26,$0.26
1,Infernape,Infernape,SWSH09: Brilliant Stars,026/172,SWSH09,Holofoil,Near Mint,English,Holo Rare,263725,5449001,$0.17,$0.17
1,Torterra,Torterra,SWSH09: Brilliant Stars,008/172,SWSH09,Holofoil,Near Mint,English,Holo Rare,263597,5448328,$0.26,$0.26
1,Slowpoke,Slowpoke,Legendary Collection,093/110,LC,Normal,Near Mint,English,Common,89324,1195293,$0.89,$0.89
1,Vulpix,Vulpix,Aquapolis,116/147,AQ,Normal,Near Mint,English,Common,90435,1196404,$3.80,$3.80
1,Sunny Castform,Sunny Castform,Hidden Legends,26/101,HL,Reverse Holofoil,Near Mint,English,Rare,89623,2876062,$8.28,$8.28
1,Snow-cloud Castform,Snow-cloud Castform,Hidden Legends,25/101,HL,Normal,Near Mint,English,Rare,89408,1195377,$1.93,$1.93
1,Horsea (Delta Species),Horsea,Holon Phantoms,66/110,HP,Normal,Near Mint,English,Common,86194,1192163,$0.65,$0.65
1,Lileep (Delta Species),Lileep,Holon Phantoms,68/110,HP,Normal,Near Mint,English,Common,86791,1192760,$0.46,$0.46
1,Combusken,Combusken,Holon Phantoms,39/110,HP,Reverse Holofoil,Near Mint,English,Uncommon,84406,2828864,$12.81,$12.81
1,Cyndaquil (Delta Species),Cyndaquil,Dragon Frontiers,45/101,DF,Normal,Near Mint,English,Common,84554,1190523,$0.73,$0.73
1,Exeggcute (Delta Species),Exeggcute,Holon Phantoms,65/110,HP,Normal,Near Mint,English,Common,85352,1191321,$0.45,$0.45
1,Fisherman,Fisherman,Skyridge,125/144,SK,Normal,Damaged,English,Uncommon,85471,1220824,$1.00,$1.00
1,Grubbin,Grubbin,SWSH08: Fusion Strike,018/264,SWSH08,Normal,Near Mint,English,Common,253098,5262740,$0.07,$0.07
1,Florges,Florges,SV06: Twilight Masquerade,088/167,TWM,Normal,Near Mint,English,Uncommon,550132,7910806,$0.05,$0.05
1,Meditite,Meditite,Emerald,55/106,EM,Normal,Near Mint,English,Common,87281,1193250,$0.34,$0.34
1,Bulbasaur,Bulbasaur,Team Magma vs Team Aqua,39/95,MA,Normal,Near Mint,English,Common,84028,1189997,$6.72,$6.72
1,Onix,Onix,Unseen Forces,65/115,UF,Normal,Near Mint,English,Common,87881,1193850,$0.41,$0.41
1,EXP.ALL,EXP.ALL,FireRed & LeafGreen,91/112,RG,Normal,Near Mint,English,Uncommon,85368,1191337,$1.24,$1.24
1,Wailmer,Wailmer,Legend Maker,69/92,LM,Normal,Near Mint,English,Common,90452,1196421,$0.56,$0.56
1,Onix,Onix,Team Rocket Returns,69/109,RR,Reverse Holofoil,Near Mint,English,Common,87880,2872092,$12.97,$12.97
1,Eevee,Eevee,Legendary Collection,074/110,LC,Normal,Near Mint,English,Common,85079,1191048,$3.54,$3.54
1,Huntail,Huntail,Hidden Legends,19/101,HL,Reverse Holofoil,Near Mint,English,Rare,86236,2875774,$6.11,$6.11
1,Gorebyss,Gorebyss,Hidden Legends,18/101,HL,Normal,Near Mint,English,Rare,85842,1191811,$2.37,$2.37
1,Cyndaquil,Cyndaquil,EX Battle Stadium,59,BST,Normal,Near Mint,English,Common,125130,3250518,$3.13,$3.13
1,Onix,Onix,Team Rocket Returns,69/109,RR,Normal,Near Mint,English,Common,87880,1193849,$0.63,$0.63
1,Totodile (81),Totodile,Neo Genesis,081/111,N1,1st Edition,Near Mint,English,Common,89992,2898667,$2.87,$2.87
2,Totodile (80),Totodile,Neo Genesis,080/111,N1,1st Edition,Near Mint,English,Common,89991,2898662,$7.18,$3.59
1,Energy Removal,Energy Removal,Base Set,092/102,BS,Normal,Near Mint,English,Common,42436,460345,$0.45,$0.45
1,Voltorb,Voltorb,Legend Maker,68/92,LM,Normal,Near Mint,English,Common,90417,1196386,$0.34,$0.34
1,Machoke,Machoke,Legend Maker,39/92,LM,Normal,Near Mint,English,Uncommon,86979,1192948,$0.94,$0.94
1,Flaaffy,Flaaffy,Unseen Forces,56/115,UF,Normal,Near Mint,English,Common,85478,1191447,$0.49,$0.49
1,Magikarp,Magikarp,Dragon,60/97,DR,Normal,Near Mint,English,Common,87025,1192994,$2.02,$2.02
1,Raichu,Raichu,Team Magma vs Team Aqua,13/95,MA,Normal,Near Mint,English,Rare,88506,1194475,$4.30,$4.30
1,Psychic Energy,Psychic Energy,Power Keepers,107/108,PK,Holofoil,Near Mint,English,Rare,88422,1263088,$6.79,$6.79
1,Venture Bomb,Venture Bomb,Team Rocket Returns,93/109,RR,Normal,Near Mint,English,Uncommon,90310,1196279,$1.50,$1.50
1,Staryu - 085/113,Staryu,Delta Species,85/113,DS,Normal,Near Mint,English,Common,89549,1195518,$0.58,$0.58
1,Rain Castform,Rain Castform,Hidden Legends,23/101,HL,Normal,Near Mint,English,Rare,88543,1194512,$1.77,$1.77
1,Exeggcute,Exeggcute,FireRed & LeafGreen,33/112,RG,Normal,Near Mint,English,Uncommon,85346,1191315,$2.90,$2.90
1,Team Aqua's Cacnea - 24/95,Team Aqua's Cacnea,Team Magma vs Team Aqua,24/95,MA,Normal,Near Mint,English,Uncommon,89774,1195743,$1.92,$1.92
1,Cyndaquil,Cyndaquil,Sandstorm,59/100,SS,Normal,Near Mint,English,Common,84545,1190514,$1.07,$1.07
1,Silcoon,Silcoon,Diamond and Pearl,63/130,DP,Reverse Holofoil,Near Mint,English,Uncommon,89212,1262508,$1.12,$1.12
1,Seedot,Seedot,Diamond and Pearl,97/130,DP,Reverse Holofoil,Near Mint,English,Common,89043,1262488,$1.36,$1.36
1,Staraptor,Staraptor,Diamond and Pearl,16/130,DP,Reverse Holofoil,Near Mint,English,Holo Rare,89508,1262543,$8.00,$8.00
1,Morpeko,Morpeko,SWSH05: Battle Styles,098/163,SWSH05,Reverse Holofoil,Near Mint,English,Uncommon,234229,4821869,$0.21,$0.21
1,Carnivine,Carnivine,Supreme Victors,53,SV,Reverse Holofoil,Near Mint,English,Uncommon,84103,2734088,$1.41,$1.41
1,Electabuzz,Electabuzz,Diamond and Pearl,81/130,DP,Reverse Holofoil,Near Mint,English,Common,85114,1262078,$2.90,$2.90
1,Morgrem,Morgrem,SWSH08: Fusion Strike,177/264,SWSH08,Reverse Holofoil,Near Mint,English,Uncommon,253391,5267190,$0.16,$0.16
1,Prinplup,Prinplup,Diamond and Pearl,58/130,DP,Reverse Holofoil,Near Mint,English,Uncommon,88368,1262413,$2.72,$2.72
1,Smeargle (Delta Species),Smeargle,Dragon Frontiers,39/101,DF,Normal,Near Mint,English,Uncommon,89358,1195327,$0.80,$0.80
1,Honchkrow,Honchkrow,SWSH12: Silver Tempest,107/195,SWSH12,Normal,Near Mint,English,Uncommon,451761,6671207,$0.06,$0.06
1,Murkrow,Murkrow,SWSH05: Battle Styles,093/163,SWSH05,Normal,Near Mint,English,Common,234224,4821824,$0.04,$0.04
1,Dustox,Dustox,SWSH11: Lost Origin,010/196,SWSH11,Normal,Near Mint,English,Rare,283874,5785687,$0.12,$0.12
1,Stufful,Stufful,SM - Burning Shadows,110/147,SM03,Normal,Near Mint,English,Common,138606,3444024,$0.12,$0.12
1,Corphish,Corphish,SWSH05: Battle Styles,038/163,SWSH05,Normal,Near Mint,English,Common,234174,4819879,$0.06,$0.06
1,Yanmega,Yanmega,SWSH10: Astral Radiance,007/189,SWSH10,Normal,Near Mint,English,Uncommon,272207,5593576,$0.05,$0.05
1,Smeargle,Smeargle,SWSH08: Fusion Strike,209/264,SWSH08,Normal,Near Mint,English,Common,253305,5266510,$0.09,$0.09
1,Lickilicky,Lickilicky,SWSH11: Lost Origin,139/196,SWSH11,Normal,Near Mint,English,Uncommon,284062,5786914,$0.07,$0.07
1,Blaine's Growlithe (35),Blaine's Growlithe,Gym Heroes,035/132,G1,1st Edition,Near Mint,English,Uncommon,83868,2960565,$9.01,$9.01
1,Sabrina's Porygon,Sabrina's Porygon,Gym Challenge,098/132,G2,1st Edition,Near Mint,English,Common,88885,2958967,$2.73,$2.73
1,Misty's Staryu,Misty's Staryu,Gym Heroes,090/132,G1,1st Edition,Near Mint,English,Common,87547,2961102,$2.10,$2.10
1,Manectric G,Manectric G,Supreme Victors,66,SV,Reverse Holofoil,Near Mint,English,Uncommon,87168,2734153,$3.50,$3.50
1,Lickilicky C,Lickilicky C,Supreme Victors,30,SV,Normal,Near Mint,English,Rare,86715,1192684,$2.78,$2.78
1,Togekiss,Togekiss,SWSH10: Astral Radiance,057/189,SWSH10,Holofoil,Near Mint,English,Holo Rare,272258,5594022,$0.21,$0.21
1,Holon's Voltorb,Holon's Voltorb,Delta Species,71/113,DS,Normal,Near Mint,English,Common,86158,1192127,$0.40,$0.40
1,Holon's Magnemite,Holon's Magnemite,Delta Species,70/113,DS,Normal,Near Mint,English,Common,86156,1192125,$1.47,$1.47
1,Sabrina's Gaze,Sabrina's Gaze,Gym Heroes,125/132,G1,1st Edition,Near Mint,English,Common,88873,2961212,$1.46,$1.46
1,Blaine's Gamble,Blaine's Gamble,Gym Heroes,121/132,G1,1st Edition,Near Mint,English,Common,83867,2960560,$1.11,$1.11
1,Glacia's Stadium,Glacia's Stadium,Power Keepers,76/108,PK,Normal,Near Mint,English,Uncommon,85751,1191720,$1.78,$1.78
1,Sidney's Stadium,Sidney's Stadium,Power Keepers,82/108,PK,Normal,Near Mint,English,Uncommon,89203,1195172,$0.73,$0.73
1,Charity,Charity,Gym Heroes,099/132,G1,Unlimited,Near Mint,English,Rare,84182,1190151,$7.20,$7.20
1,Claydol,Claydol,Holon Phantoms,38/110,HP,Reverse Holofoil,Near Mint,English,Uncommon,84336,2828859,$5.02,$5.02
1,Plusle,Plusle,Deoxys,44/107,DX,Normal,Near Mint,English,Uncommon,88164,1194133,$3.34,$3.34
1,Minun,Minun,Deoxys,41/107,DX,Reverse Holofoil,Damaged,English,Uncommon,87484,2871421,$1.58,$1.58
1,Pokedex,Pokedex,Base Set,087/102,BS,Normal,Near Mint,English,Uncommon,108645,3007837,$0.47,$0.47
1,Bulbasaur - 055/112,Bulbasaur,FireRed & LeafGreen,55/112,RG,Normal,Near Mint,English,Common,84030,1189999,$1.17,$1.17
1,Vikavolt,Vikavolt,SWSH08: Fusion Strike,101/264,SWSH08,Normal,Near Mint,English,Rare,253257,5266220,$0.10,$0.10
1,Rattata - 072/109,Rattata,Team Rocket Returns,72/109,RR,Normal,Near Mint,English,Common,88617,1194586,$0.47,$0.47
1,Tropius (Delta Species),Tropius,Dragon Frontiers,23/101,DF,Normal,Near Mint,English,Rare,90064,1196033,$1.34,$1.34
1,Aron,Aron,Legend Maker,48/92,LM,Normal,Near Mint,English,Common,83632,1189601,$0.30,$0.30
1,Swinub,Swinub,Neo Genesis,079/111,N1,1st Edition,Near Mint,English,Common,89698,2898637,$0.95,$0.95
2,Castform,Castform,Delta Species,34/113,DS,Normal,Near Mint,English,Uncommon,84127,1190096,$2.36,$1.18
1,Sentret,Sentret,Neo Genesis,071/111,N1,1st Edition,Near Mint,English,Common,89062,2898532,$1.37,$1.37
1,Professor Elm,Professor Elm,Neo Genesis,096/111,N1,1st Edition,Near Mint,English,Uncommon,88388,2898497,$2.30,$2.30
1,Psyduck,Psyduck,Team Rocket Returns,70/109,RR,Normal,Near Mint,English,Common,88437,1194406,$8.00,$8.00
1,Pikachu,Pikachu,SWSH01: Sword & Shield Base Set,065/202,SWSH01,Normal,Near Mint,English,Common,208362,4336501,$0.23,$0.23
1,Mantine,Mantine,SWSH08: Fusion Strike,061/264,SWSH08,Normal,Near Mint,English,Common,253195,5264545,$0.08,$0.08
1,Sneasel,Sneasel,SWSH06: Chilling Reign,030/198,SWSH06,Normal,Near Mint,English,Common,241683,5034075,$0.08,$0.08
1,Totodile (Delta Species),Totodile,Dragon Frontiers,67/101,DF,Normal,Near Mint,English,Common,90004,1195973,$0.79,$0.79
1,Primeape (Delta Species),Primeape,Holon Phantoms,50/110,HP,Normal,Near Mint,English,Uncommon,88367,1194336,$1.25,$1.25
1,Claydol,Claydol,Holon Phantoms,38/110,HP,Normal,Near Mint,English,Uncommon,84336,1190305,$0.46,$0.46
1,Skarmory,Skarmory,SWSH08: Fusion Strike,182/264,SWSH08,Normal,Near Mint,English,Common,253329,5266705,$0.07,$0.07
1,Houndour - 060/109,Houndour,Team Rocket Returns,60/109,RR,Normal,Near Mint,English,Common,86226,1192195,$4.29,$4.29
1,Cetitan,Cetitan,McDonald's Promos 2023,005/015,M23,Holofoil,Near Mint,English,Rare,516516,7431166,$0.45,$0.45
1,Buizel,Buizel,SV01: Scarlet & Violet Base Set,046/198,SV1,Normal,Near Mint,English,Common,487891,7024528,$0.05,$0.05
1,Heatmor,Heatmor,SV05: Temporal Forces,031/162,TEF,Normal,Near Mint,English,Common,542775,7806333,$0.03,$0.03
2,Snubbull - SM200 (In-Store Event Promo),Snubbull,SM Promos,SM200,SMP,Holofoil,Near Mint,English,Rare,188322,4835520,$1.46,$0.73
1,Sprigatito,Sprigatito,SV01: Scarlet & Violet Base Set,013/198,SV1,Reverse Holofoil,Near Mint,English,Common,475417,6909850,$0.13,$0.13
1,Sprigatito,Sprigatito,McDonald's Promos 2023,001/015,M23,Holofoil,Near Mint,English,Rare,516512,7431146,$1.45,$1.45
1,Magcargo,Magcargo,SV05: Temporal Forces,029/162,TEF,Holofoil,Near Mint,English,Rare,542773,7806313,$0.09,$0.09
1,Torchic - 11/25,Torchic,McDonald's 25th Anniversary Promos,011/025,MCD21,Holofoil,Near Mint,English,Rare,232326,4778665,$0.90,$0.90
1,Squirtle - 17/25,Squirtle,McDonald's 25th Anniversary Promos,017/025,MCD21,Normal,Near Mint,English,Rare,232331,4778710,$0.61,$0.61
1,Grand Tree,Grand Tree,Prize Pack Series Cards,136/142,,Holofoil,Near Mint,English,ACE SPEC Rare,620100,8588729,$15.92,$15.92
1,Alcremie,Alcremie,SV07: Stellar Crown,065/142,SV07,Holofoil,Near Mint,English,Rare,567291,8120229,$0.11,$0.11
1,Falinks,Falinks,SV07: Stellar Crown,088/142,SV07,Normal,Near Mint,English,Common,567314,8120444,$0.05,$0.05
1,Purugly,Purugly,SV07: Stellar Crown,117/142,SV07,Normal,Near Mint,English,Common,567343,8120719,$0.04,$0.04
1,Iron Valiant - 079/162,Iron Valiant,SV05: Temporal Forces,079/162,TEF,Reverse Holofoil,Near Mint,English,Uncommon,542823,7806798,$0.13,$0.13
1,Klawf - 122/198,Klawf,SV01: Scarlet & Violet Base Set,122/198,SV1,Holofoil,Near Mint,English,Rare,488011,7025183,$0.07,$0.07
1,Beedrill,Beedrill,FireRed & LeafGreen,1/112,RG,Holofoil,Near Mint,English,Holo Rare,83769,2872687,$6.57,$6.57
1,Glaceon - 20/100 (DP Majestic Dawn),Glaceon,Deck Exclusives,020/100,PR,Holofoil,Lightly Played,English,Holo Rare,93312,1259343,$12.05,$12.05
1,Mt. Moon,Mt. Moon,FireRed & LeafGreen,94/112,RG,Reverse Holofoil,Near Mint,English,Uncommon,87603,2873012,$3.16,$3.16
1,Rattata,Rattata,FireRed & LeafGreen,77/112,RG,Reverse Holofoil,Near Mint,English,Common,88615,2873187,$3.88,$3.88
1,Sandaconda (110),Sandaconda,SWSH01: Sword & Shield Base Set,110/202,SWSH01,Holofoil,Near Mint,English,Holo Rare,208419,4337006,$0.19,$0.19
1,Carnivine (43),Carnivine,Platinum,43/127,PL,Reverse Holofoil,Near Mint,English,Uncommon,84102,1249463,$1.97,$1.97
1,Taillow,Taillow,Emerald,68/106,EM,Reverse Holofoil,Near Mint,English,Common,89733,2867060,$4.51,$4.51
1,Team Magma's Aron - 59/95,Team Magma's Aron,Team Magma vs Team Aqua,59/95,MA,Reverse Holofoil,Near Mint,English,Common,89820,2876522,$4.16,$4.16
1,Team Aqua's Spheal - 57/95,Team Aqua's Spheal,Team Magma vs Team Aqua,57/95,MA,Reverse Holofoil,Near Mint,English,Common,89802,2876462,$0.00,$0.00
1,Petilil,Petilil,SWSH12: Silver Tempest,009/195,SWSH12,Normal,Near Mint,English,Common,451629,6670132,$0.03,$0.03
1,Masquerain,Masquerain,Supreme Victors,68,SV,Reverse Holofoil,Near Mint,English,Uncommon,87249,2734163,$0.85,$0.85
1,Corsola,Corsola,XY Base Set,36/146,XY,Reverse Holofoil,Near Mint,English,Uncommon,84444,1230753,$0.73,$0.73
1,Lampent,Lampent,SV06: Twilight Masquerade,037/167,TWM,Reverse Holofoil,Near Mint,English,Common,550081,7910326,$0.08,$0.08
1,Aipom,Aipom,XY - Steam Siege,90/114,STS,Normal,Near Mint,English,Common,121216,3191226,$0.08,$0.08
1,Persian,Persian,SWSH08: Fusion Strike,200/264,SWSH08,Reverse Holofoil,Near Mint,English,Uncommon,253292,5266410,$0.21,$0.21
1,Electabuzz,Electabuzz,SM - Burning Shadows,42/147,SM03,Reverse Holofoil,Near Mint,English,Uncommon,138524,3443034,$0.25,$0.25
1,Horsea,Horsea,SWSH11: Lost Origin,035/196,SWSH11,Reverse Holofoil,Near Mint,English,Common,283909,5797624,$0.14,$0.14
1,Pikachu,Pikachu,Base Set,058/102,BS,Normal,Near Mint,English,Common,42402,460037,$3.04,$3.04
1,Cyndaquil (56),Cyndaquil,Neo Genesis,056/111,N1,1st Edition,Near Mint,English,Common,84543,2897887,$5.54,$5.54
1,Torchic,Torchic,EX Trainer Kit 1: Latias & Latios,7/10,PR,Normal,Near Mint,English,Common,89954,1195923,$0.25,$0.25
1,Lightning Energy (Plusle),Lightning Energy,EX Trainer Kit 2: Plusle & Minun,11/12,PR,Normal,Near Mint,English,Common,86763,1192732,$0.50,$0.50
1,Lightning Energy,Lightning Energy,EX Trainer Kit 1: Latias & Latios,10/10,PR,Normal,Lightly Played,English,Common,86760,1200075,$0.18,$0.18
1,Fire Energy,Fire Energy,EX Trainer Kit 1: Latias & Latios,10/10,PR,Normal,Near Mint,English,Common,85457,1191426,$0.22,$0.22
